cohort	cohort_role	genetic_background	region	estimand	cell_type	gene	effect_scale	effect	se	ci_low	ci_high	p_value	adjusted_p	adjusted_p_scope	n_donors	source_file	direction	significant_adjusted_0_05	meta_eligible	meta_exclusion_reason
GSE212630_Emory	paired_multiome_pathology_context	Control/C9orf72 pathology spectrum	BA9	pTDP_ordinal_trend	Astrocyte	HSP90AB1	log2FC_per_pTDP_level	-1.50834406349245	0.27263433658892	-2.04270736320673	-0.973980763778167	0.0000155326443767122	0.00184838468082875	global pre-specified target-by-cell-type tests	14	results/GSE212630_multiome/GSE212630_predefined_17_gene_RNA_results.tsv	negative	TRUE	FALSE	ordinal pathology trend is not a diagnostic contrast
GSE212630_Emory	paired_multiome_pathology_context	Control/C9orf72 pathology spectrum	BA9	pTDP_ordinal_trend	Astrocyte	MAP1B	log2FC_per_pTDP_level	-0.230179938752055	0.355564954089066	-0.927087248766624	0.466727371262514	0.524203819571131	0.774918629708187	global pre-specified target-by-cell-type tests	14	results/GSE212630_multiome/GSE212630_predefined_17_gene_RNA_results.tsv	negative	FALSE	FALSE	ordinal pathology trend is not a diagnostic contrast
GSE212630_Emory	paired_multiome_pathology_context	Control/C9orf72 pathology spectrum	BA9	pTDP_ordinal_trend	Astrocyte	MAPT	log2FC_per_pTDP_level	0.398668162955081	0.31394370744143	-0.216661503630122	1.01399782954028	0.217614021009746	0.488605066040751	global pre-specified target-by-cell-type tests	14	results/GSE212630_multiome/GSE212630_predefined_17_gene_RNA_results.tsv	positive	FALSE	FALSE	ordinal pathology trend is not a diagnostic contrast
GSE212630_Emory	paired_multiome_pathology_context	Control/C9orf72 pathology spectrum	BA9	pTDP_ordinal_trend	Astrocyte	PARK7	log2FC_per_pTDP_level	-1.15363118012299	0.35929022667375	-1.85784002440354	-0.449422335842441	0.00409829349112188	0.0541885472715005	global pre-specified target-by-cell-type tests	14	results/GSE212630_multiome/GSE212630_predefined_17_gene_RNA_results.tsv	negative	FALSE	FALSE	ordinal pathology trend is not a diagnostic contrast
GSE212630_Emory	paired_multiome_pathology_context	Control/C9orf72 pathology spectrum	BA9	pTDP_ordinal_trend	Astrocyte	STARD13	log2FC_per_pTDP_level	0.0713934020694258	0.321604084224129	-0.558950603009867	0.701737407148719	0.826401641906928	0.973681142444796	global pre-specified target-by-cell-type tests	14	results/GSE212630_multiome/GSE212630_predefined_17_gene_RNA_results.tsv	positive	FALSE	FALSE	ordinal pathology trend is not a diagnostic contrast
GSE212630_Emory	paired_multiome_pathology_context	Control/C9orf72 pathology spectrum	BA9	pTDP_ordinal_trend	Excitatory neuron	ARHGAP35	log2FC_per_pTDP_level	-0.725101748940058	0.318571117476816	-1.34950113919462	-0.100702358685498	0.0383117185064645	0.201632641280649	global pre-specified target-by-cell-type tests	12	results/GSE212630_multiome/GSE212630_predefined_17_gene_RNA_results.tsv	negative	FALSE	FALSE	ordinal pathology trend is not a diagnostic contrast
GSE212630_Emory	paired_multiome_pathology_context	Control/C9orf72 pathology spectrum	BA9	pTDP_ordinal_trend	Excitatory neuron	ARHGAP39	log2FC_per_pTDP_level	-0.713819464616934	0.321153270767622	-1.34327987532147	-0.084359053912395	0.0424374656782418	0.201632641280649	global pre-specified target-by-cell-type tests	12	results/GSE212630_multiome/GSE212630_predefined_17_gene_RNA_results.tsv	negative	FALSE	FALSE	ordinal pathology trend is not a diagnostic contrast
GSE212630_Emory	paired_multiome_pathology_context	Control/C9orf72 pathology spectrum	BA9	pTDP_ordinal_trend	Excitatory neuron	BAG3	log2FC_per_pTDP_level	-0.853349942969349	0.556772600951957	-1.94462424083518	0.237924354896486	0.142888063209351	0.393020893925138	global pre-specified target-by-cell-type tests	12	results/GSE212630_multiome/GSE212630_predefined_17_gene_RNA_results.tsv	negative	FALSE	FALSE	ordinal pathology trend is not a diagnostic contrast
GSE212630_Emory	paired_multiome_pathology_context	Control/C9orf72 pathology spectrum	BA9	pTDP_ordinal_trend	Excitatory neuron	BCR	log2FC_per_pTDP_level	-0.63949606516704	0.326572339581499	-1.27957785074678	0.000585720412697999	0.0695273834330933	0.243345842015827	global pre-specified target-by-cell-type tests	12	results/GSE212630_multiome/GSE212630_predefined_17_gene_RNA_results.tsv	negative	FALSE	FALSE	ordinal pathology trend is not a diagnostic contrast
GSE212630_Emory	paired_multiome_pathology_context	Control/C9orf72 pathology spectrum	BA9	pTDP_ordinal_trend	Excitatory neuron	CCT5	log2FC_per_pTDP_level	0.724748446267564	0.402545787325108	-0.0642412968896483	1.51373818942478	0.0924553198680044	0.282107258058783	global pre-specified target-by-cell-type tests	12	results/GSE212630_multiome/GSE212630_predefined_17_gene_RNA_results.tsv	positive	FALSE	FALSE	ordinal pathology trend is not a diagnostic contrast
GSE212630_Emory	paired_multiome_pathology_context	Control/C9orf72 pathology spectrum	BA9	pTDP_ordinal_trend	Excitatory neuron	CCT8	log2FC_per_pTDP_level	0.919004008033933	0.415617465905051	0.104393774860033	1.73361424120783	0.0433848121428659	0.201632641280649	global pre-specified target-by-cell-type tests	12	results/GSE212630_multiome/GSE212630_predefined_17_gene_RNA_results.tsv	positive	FALSE	FALSE	ordinal pathology trend is not a diagnostic contrast
GSE212630_Emory	paired_multiome_pathology_context	Control/C9orf72 pathology spectrum	BA9	pTDP_ordinal_trend	Excitatory neuron	CHORDC1	log2FC_per_pTDP_level	1.04755965338898	0.317911054463849	0.424453986639835	1.67066532013812	0.00504306867060133	0.0600125171801559	global pre-specified target-by-cell-type tests	12	results/GSE212630_multiome/GSE212630_predefined_17_gene_RNA_results.tsv	positive	FALSE	FALSE	ordinal pathology trend is not a diagnostic contrast
GSE212630_Emory	paired_multiome_pathology_context	Control/C9orf72 pathology spectrum	BA9	pTDP_ordinal_trend	Excitatory neuron	COA3	log2FC_per_pTDP_level	1.91266677402391	0.927301130754901	0.0951565577443039	3.73017699030352	0.0567367979279296	0.232816515635297	global pre-specified target-by-cell-type tests	12	results/GSE212630_multiome/GSE212630_predefined_17_gene_RNA_results.tsv	positive	FALSE	FALSE	ordinal pathology trend is not a diagnostic contrast
GSE212630_Emory	paired_multiome_pathology_context	Control/C9orf72 pathology spectrum	BA9	pTDP_ordinal_trend	Excitatory neuron	COX5B	log2FC_per_pTDP_level	1.99539518272654	0.831102494349804	0.366434293800925	3.62435607165215	0.0301452505727058	0.188804464113263	global pre-specified target-by-cell-type tests	12	results/GSE212630_multiome/GSE212630_predefined_17_gene_RNA_results.tsv	positive	FALSE	FALSE	ordinal pathology trend is not a diagnostic contrast
GSE212630_Emory	paired_multiome_pathology_context	Control/C9orf72 pathology spectrum	BA9	pTDP_ordinal_trend	Excitatory neuron	COX7C	log2FC_per_pTDP_level	2.79250672406749				1	1	global pre-specified target-by-cell-type tests	12	results/GSE212630_multiome/GSE212630_predefined_17_gene_RNA_results.tsv	positive	FALSE	FALSE	ordinal pathology trend is not a diagnostic contrast
GSE212630_Emory	paired_multiome_pathology_context	Control/C9orf72 pathology spectrum	BA9	pTDP_ordinal_trend	Excitatory neuron	DOCK7	log2FC_per_pTDP_level	-0.00869498456389853	0.191499818374836	-0.384034628578577	0.36664465945078	0.964397764688913	0.989339086189489	global pre-specified target-by-cell-type tests	12	results/GSE212630_multiome/GSE212630_predefined_17_gene_RNA_results.tsv	negative	FALSE	FALSE	ordinal pathology trend is not a diagnostic contrast
GSE212630_Emory	paired_multiome_pathology_context	Control/C9orf72 pathology spectrum	BA9	pTDP_ordinal_trend	Excitatory neuron	HSP90AA1	log2FC_per_pTDP_level	0.291169479407671	0.449953669662656	-0.590739713131134	1.17307867194648	0.527567928877647	0.774918629708187	global pre-specified target-by-cell-type tests	12	results/GSE212630_multiome/GSE212630_predefined_17_gene_RNA_results.tsv	positive	FALSE	FALSE	ordinal pathology trend is not a diagnostic contrast
GSE212630_Emory	paired_multiome_pathology_context	Control/C9orf72 pathology spectrum	BA9	pTDP_ordinal_trend	Excitatory neuron	HSP90AB1	log2FC_per_pTDP_level	1.09723851254993	0.495431963311642	0.126191864459112	2.06828516064075	0.0430725947533552	0.201632641280649	global pre-specified target-by-cell-type tests	12	results/GSE212630_multiome/GSE212630_predefined_17_gene_RNA_results.tsv	positive	FALSE	FALSE	ordinal pathology trend is not a diagnostic contrast
GSE212630_Emory	paired_multiome_pathology_context	Control/C9orf72 pathology spectrum	BA9	pTDP_ordinal_trend	Excitatory neuron	MAP1B	log2FC_per_pTDP_level	-0.114740942402097	0.186106548137399	-0.479509776751398	0.250027891947205	0.547001385676367	0.774918629708187	global pre-specified target-by-cell-type tests	12	results/GSE212630_multiome/GSE212630_predefined_17_gene_RNA_results.tsv	negative	FALSE	FALSE	ordinal pathology trend is not a diagnostic contrast
GSE212630_Emory	paired_multiome_pathology_context	Control/C9orf72 pathology spectrum	BA9	pTDP_ordinal_trend	Excitatory neuron	MAPT	log2FC_per_pTDP_level	-0.402155238381309	0.21122095082125	-0.816148301990959	0.011837825228341	0.0767404920524702	0.246814014979566	global pre-specified target-by-cell-type tests	12	results/GSE212630_multiome/GSE212630_predefined_17_gene_RNA_results.tsv	negative	FALSE	FALSE	ordinal pathology trend is not a diagnostic contrast
GSE212630_Emory	paired_multiome_pathology_context	Control/C9orf72 pathology spectrum	BA9	pTDP_ordinal_trend	Excitatory neuron	PARK7	log2FC_per_pTDP_level	0.180309065107584	0.412281639998946	-0.627762949290349	0.988381079505517	0.668242002772004	0.862148012727219	global pre-specified target-by-cell-type tests	12	results/GSE212630_multiome/GSE212630_predefined_17_gene_RNA_results.tsv	positive	FALSE	FALSE	ordinal pathology trend is not a diagnostic contrast
GSE212630_Emory	paired_multiome_pathology_context	Control/C9orf72 pathology spectrum	BA9	pTDP_ordinal_trend	Excitatory neuron	STARD13	log2FC_per_pTDP_level	0.0139191529089677	0.214358166854973	-0.406222854126779	0.434061159944714	0.949104066948112	0.988320055661227	global pre-specified target-by-cell-type tests	12	results/GSE212630_multiome/GSE212630_predefined_17_gene_RNA_results.tsv	positive	FALSE	FALSE	ordinal pathology trend is not a diagnostic contrast
GSE212630_Emory	paired_multiome_pathology_context	Control/C9orf72 pathology spectrum	BA9	pTDP_ordinal_trend	Inhibitory neuron	ARHGAP35	log2FC_per_pTDP_level	-0.200202726335796	0.187446022545	-0.567596930523996	0.167191477852404	0.299080612825052	0.605254299511809	global pre-specified target-by-cell-type tests	14	results/GSE212630_multiome/GSE212630_predefined_17_gene_RNA_results.tsv	negative	FALSE	FALSE	ordinal pathology trend is not a diagnostic contrast
GSE212630_Emory	paired_multiome_pathology_context	Control/C9orf72 pathology spectrum	BA9	pTDP_ordinal_trend	Inhibitory neuron	ARHGAP39	log2FC_per_pTDP_level	-0.305969273202369	0.232775045121109	-0.762208361639742	0.150269815235004	0.204609964113006	0.468242033258609	global pre-specified target-by-cell-type tests	14	results/GSE212630_multiome/GSE212630_predefined_17_gene_RNA_results.tsv	negative	FALSE	FALSE	ordinal pathology trend is not a diagnostic contrast
GSE212630_Emory	paired_multiome_pathology_context	Control/C9orf72 pathology spectrum	BA9	pTDP_ordinal_trend	Inhibitory neuron	BAG3	log2FC_per_pTDP_level	0.306642017303332	0.408846345171324	-0.494696819232464	1.10798085383913	0.461596818355957	0.730351685851355	global pre-specified target-by-cell-type tests	14	results/GSE212630_multiome/GSE212630_predefined_17_gene_RNA_results.tsv	positive	FALSE	FALSE	ordinal pathology trend is not a diagnostic contrast
GSE212630_Emory	paired_multiome_pathology_context	Control/C9orf72 pathology spectrum	BA9	pTDP_ordinal_trend	Inhibitory neuron	BCR	log2FC_per_pTDP_level	-0.149146867887576	0.235464758365527	-0.610657794284008	0.312364058508856	0.534130693877996	0.774918629708187	global pre-specified target-by-cell-type tests	14	results/GSE212630_multiome/GSE212630_predefined_17_gene_RNA_results.tsv	negative	FALSE	FALSE	ordinal pathology trend is not a diagnostic contrast
GSE212630_Emory	paired_multiome_pathology_context	Control/C9orf72 pathology spectrum	BA9	pTDP_ordinal_trend	Inhibitory neuron	CCT5	log2FC_per_pTDP_level	0.350716241383634	0.259847763172881	-0.158585374435213	0.860017857202482	0.193200107119338	0.459816254944025	global pre-specified target-by-cell-type tests	14	results/GSE212630_multiome/GSE212630_predefined_17_gene_RNA_results.tsv	positive	FALSE	FALSE	ordinal pathology trend is not a diagnostic contrast
GSE212630_Emory	paired_multiome_pathology_context	Control/C9orf72 pathology spectrum	BA9	pTDP_ordinal_trend	Inhibitory neuron	CCT8	log2FC_per_pTDP_level	0.0773384377857783	0.317001913517033	-0.543985312707606	0.698662188279162	0.809917833749134	0.963802222161469	global pre-specified target-by-cell-type tests	14	results/GSE212630_multiome/GSE212630_predefined_17_gene_RNA_results.tsv	positive	FALSE	FALSE	ordinal pathology trend is not a diagnostic contrast
GSE212630_Emory	paired_multiome_pathology_context	Control/C9orf72 pathology spectrum	BA9	pTDP_ordinal_trend	Inhibitory neuron	CHORDC1	log2FC_per_pTDP_level	0.524852452273682	0.31503328635403	-0.0926127889802169	1.14231769352758	0.112382459831471	0.326183237071832	global pre-specified target-by-cell-type tests	14	results/GSE212630_multiome/GSE212630_predefined_17_gene_RNA_results.tsv	positive	FALSE	FALSE	ordinal pathology trend is not a diagnostic contrast
GSE212630_Emory	paired_multiome_pathology_context	Control/C9orf72 pathology spectrum	BA9	pTDP_ordinal_trend	Inhibitory neuron	COA3	log2FC_per_pTDP_level	-0.106568271294504	0.785616759544858	-1.64637712000242	1.43324057741342	0.893352461246598	0.988320055661227	global pre-specified target-by-cell-type tests	14	results/GSE212630_multiome/GSE212630_predefined_17_gene_RNA_results.tsv	negative	FALSE	FALSE	ordinal pathology trend is not a diagnostic contrast
GSE212630_Emory	paired_multiome_pathology_context	Control/C9orf72 pathology spectrum	BA9	pTDP_ordinal_trend	Inhibitory neuron	COX5B	log2FC_per_pTDP_level	-0.0331381404948774	0.578043941506695	-1.166104265848	1.09982798485825	0.955099213454127	0.988320055661227	global pre-specified target-by-cell-type tests	14	results/GSE212630_multiome/GSE212630_predefined_17_gene_RNA_results.tsv	negative	FALSE	FALSE	ordinal pathology trend is not a diagnostic contrast
GSE212630_Emory	paired_multiome_pathology_context	Control/C9orf72 pathology spectrum	BA9	pTDP_ordinal_trend	Inhibitory neuron	COX7C	log2FC_per_pTDP_level	0.434909387440958	0.556651662902759	-0.65612787184845	1.52594664673037	0.447934512510173	0.730351685851355	global pre-specified target-by-cell-type tests	14	results/GSE212630_multiome/GSE212630_predefined_17_gene_RNA_results.tsv	positive	FALSE	FALSE	ordinal pathology trend is not a diagnostic contrast
GSE212630_Emory	paired_multiome_pathology_context	Control/C9orf72 pathology spectrum	BA9	pTDP_ordinal_trend	Inhibitory neuron	DOCK7	log2FC_per_pTDP_level	0.106672903860853	0.136359558667697	-0.160591831127833	0.373937638849539	0.44383118196101	0.730351685851355	global pre-specified target-by-cell-type tests	14	results/GSE212630_multiome/GSE212630_predefined_17_gene_RNA_results.tsv	positive	FALSE	FALSE	ordinal pathology trend is not a diagnostic contrast
GSE212630_Emory	paired_multiome_pathology_context	Control/C9orf72 pathology spectrum	BA9	pTDP_ordinal_trend	Inhibitory neuron	HSP90AA1	log2FC_per_pTDP_level	-0.0403794833762219	0.325575045058743	-0.678506571691358	0.597747604938914	0.902617859285849	0.988320055661227	global pre-specified target-by-cell-type tests	14	results/GSE212630_multiome/GSE212630_predefined_17_gene_RNA_results.tsv	negative	FALSE	FALSE	ordinal pathology trend is not a diagnostic contrast
GSE212630_Emory	paired_multiome_pathology_context	Control/C9orf72 pathology spectrum	BA9	pTDP_ordinal_trend	Inhibitory neuron	HSP90AB1	log2FC_per_pTDP_level	0.126517848426405	0.512505135898383	-0.877992217934425	1.13102791478723	0.809030400946298	0.963802222161469	global pre-specified target-by-cell-type tests	14	results/GSE212630_multiome/GSE212630_predefined_17_gene_RNA_results.tsv	positive	FALSE	FALSE	ordinal pathology trend is not a diagnostic contrast
GSE212630_Emory	paired_multiome_pathology_context	Control/C9orf72 pathology spectrum	BA9	pTDP_ordinal_trend	Inhibitory neuron	MAP1B	log2FC_per_pTDP_level	-0.26973920604445	0.137091879511136	-0.538439289886276	-0.00103912220262437	0.0641175351792968	0.23843708394801	global pre-specified target-by-cell-type tests	14	results/GSE212630_multiome/GSE212630_predefined_17_gene_RNA_results.tsv	negative	FALSE	FALSE	ordinal pathology trend is not a diagnostic contrast
